Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_343:0000210,Secondary sprouting estimation nominal 0&1,SECSP,"Characterization trial, Evaluation trial","Sprouting, vegetative",,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000087,Secondary sprouting,Agronomical trait,Emergence of secondary sprouts on a plant,,SecSP,SECSP,Sprout,Secondary sprouting,,,CO_343:0010010,Secondary sprouting - estimation,Estimation,Record emergence of new secondary sprouts from the planted seed tuber/sett in a plot at three months after planting,,"IITA, working documents",CO_343:0100007,0-1 scale,Nominal,,0,1,,0= not uniform,1= uniform,,,,,,,,
,CO_343:0000211,Sprout color estimation 1-5,SPCOLO,"Characterization trial, Evaluation trial","Sprouting, vegetative",,BMS_20181,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000063,Sprout color,Morphological trait,Color of the sprout (vine and leaves).,,SprtCol,SPCOLO,Sprout,color,,,CO_343:0010011,Sprout color - estimation,Estimation,Record the predominant color of the sprouts (plant) per plot at 20 days after emergence,,"IITA, working documents",CO_343:0100008,1-5 scale,Nominal,,1,5,,1= Yellowish,2= Pale green,3= Dark green,4= Purplish green,5= Purple,,,,,
,CO_343:0000213,Sprout length measurement in cm,SPRTL,"Characterization trial, Evaluation trial","Sprouting, vegetative",,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000212,Sprout length,Morphological trait,Length of sprouted shoots (vines),,Spleng,SPRTL,Sprout,length,,,CO_343:0010012,Sprout length-computation,Computation,Compute the average sprout length of five representative plants measurement taken in a plot,"[sprout length plant 1""+ ""sprout length plant 2""+ ""sprout length plant n""]/n, where n is the number of plants or sprounts measurement taken in a plot""","IITA, working document",CO_343:0100009,cm,Numerical,,,,,,,,,,,,,,
,CO_343:0000215,Spine base color estimation nominal 0&1,,"Characterization trial, Evaluation trial","Sprouting, vegetative",,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000214,Presence of spot on spine base,Morphological trait,Presence of colored spots at the spine base of sprouted shoots (vine) with spines,,SPBCOL,,Spine,colored spot,,,CO_343:0010013,Colored spots on spine base-Estimation,Estimation,Record of the existance of colored spot at base of spines on a sprout (vine),,"IITA, working document",CO_343:0100007,0-1 scale,Nominal,,0,1,,0= not uniform,1= uniform,,,,,,,,
,CO_343:0000217,Spines on sprout presence estimation nominal 0&1,,"Characterization trial, Evaluation trial","Sprouting, vegetative",,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000216,Spines on sprout presence,Morphological trait,Presence of spines on sprout (vines),,SPNSP,,Spine on sprout,Presense,,,CO_343:0010014,Spines on sprout base-estimation,Estimation,Record absence or presence of spines on a sprout (vine),,"IITA, working document",CO_343:0100007,0-1 scale,Nominal,,0,1,,0= not uniform,1= uniform,,,,,,,,
,CO_343:0000219,Sprout hairiness estimation nominal 0&2,,"Characterization trial, Evaluation trial","Sprouting, Vegetative",,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000218,Sprout hairiness,Morphological trait,Hairs on sprout (vines),,HAIRSP,,sprout,hairiness,,,CO_343:0010015,Hairiness of sprout - Estimation,Estimation,Record existance of hairs on a sprout (vine),,"IITA, working document",CO_343:0100010,0-2 scale,Ordinal,,0,2,,0= Abesnt,1= Few,2= Many,4= like,5= like extremely,,,,,
,CO_343:0000221,First leaf emergence time estimation in yy/mm/dd,,"Characterization trial, Evaluation trial",Vegetative,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000220,Time to first leaf emergence,Phenological trait,Time to the first leaf emergence on a plant or sprouted shoot (vine) in a plot,,TIMLE,,leaf,emergence time,,,CO_343:0010016,Time of first leaf emergence on sprouted shoot (vines)-Estimation,Estimation,Record time of the first leaf emergence on sprouted shoot (vine),,"IITA, Standard Tuber Yield Trial Protocol",CO_343:0100002,Date (yyyymmdd),Time,,,,,,,,,,,,,,
,CO_343:0000222,Time to first leaf emergence computation,,"Characterization trial, Evaluation trial",Vegetative,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000220,Time to first leaf emergence,Phenological trait,Time to the first leaf emergence on a plant or sprouted shoot (vine) in a plot,,TIMLE,,leaf,emergence time,,,CO_343:0010017,Times to the first leaf emergence on sprouted shoot (vines)-Computation,Computation,Compute the number of days required from first sprout emergence to the first leaf to emerge on a sprouted shoot (vine) in a plot,"DateLE_date_ymd"" - ""DATFSE_date_ymd""""","IITA, Standard Tuber Yield Trial Protocol",CO_343:0100003,days,Duration,,,,,,,,,,,,,,
,CO_343:0000224,Leaf apex shape estimation 1-3,,"Characterization trial, Evaluation trial",Vegetative,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000223,Leaf apex shape,Morphological trait,Leaf apex shape,,Lfapx,,leaf apex,shape,,,CO_343:0010018,Leaf apex shape-Estimation,Estimation,Record leaf apex shape of mature plants in a plot,,"IITA, Standard Tuber Yield Trial Protocol",CO_343:0100011,1-3 general scale,Ordinal,,1,3,,1= sticky,2= slightly sticky,3= Not sticky,,,,,,,
,CO_343:0000226,Leaf shape estimation 1-7,,"Characterization trial, Evaluation trial",Vegetative,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000225,Leaf shape,Morphological trait,Leaf shape of plants,,Lfshp,,leaf,shape,,,CO_343:0010019,Leaf shape-Estimation,Estimation,Record leaf shape of mature plants in a plot,,"IITA, Standard Tuber Yield Trial Protocol",CO_343:0100012,1-7 general scale,Nominal,,1,9,,1= White,2= Creamy white,3= Yellow,4= Purple,5= Purplish white,6= creamy,7= brownish white,8= deep purple,9=orange,
,CO_343:0000227,Stems per plant computation per plant,stnp,"Evaluation trial, characterization trial",Vegetative,,,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000072,Stems per plant,Agronomical trait,Number of stems (vines) with leaves and branches per plant,,Nstem,stnp,stem,number,,,CO_343:0010020,Number of stems per plant-computation,Computation,Compute average of the number of stems (vines) per established plants in a plot,"[number of stems in plant 1""+ ""number of stems in plant 2""+ ""number of stems in plant n""]/""n"", where n is the number of plants stem count taken in a plot""","IITA, working documents",CO_343:0100013,1-5 scale,Nominal,,1,5,,1=dislikeextremely,2=dislike,3=Neither like nor dislike,4= like,5= like extremely,,,,,
,CO_343:0000229,Stem diameter computation in mm,stemdim,"Evaluation trial, characterization trial",Vegetative,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000228,Stem diameter,Agronomical trait,Stem diameter of a mature plant (5 to 6 month old plant),,STMDM,stemdim,stem,diameter,,,CO_343:0010021,Stem diameter-computation,Computation,Measure the stem diameter at 15 cm above the base of five plants before senescence in a plot and record the average,"[stem diameter of plant 1""+ ""stem diameter of plant 2""+ ""stem diameter of in plant n""]/""n"", where n is the number of plants stem diameter measurment taken in a plot""","IITA, working document",CO_343:0100014,1-5 scale,Nominal,,1,5,,1= very bitter,2= Slightly bitter,3= Neutral,4= sweet,5= very sweet,,,,,
,CO_343:0000231,Internode length computation in cm,INODL,"Evaluation trial, characterization trial",Vegetative,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000230,Internode length,Morphological trait,Internode length,,Intndlngth,INODL,Stem internode,length,,,CO_343:0010022,Internode length -computation,Computation,Measure the internode length of five plants before senescence at 1 meter height and record the average,"[internode length of plant 1""+ ""internode length of plant 2""+ ""internode length of plant n""]/""n"", where n is the number of plants internode length measurment taken in a plot""","IITA, working document",CO_343:0100009,cm,Numerical,,,,,,,,,,,,,,
,CO_343:0000233,Number of internodes to first branching computation/plot,,Research-Intensive characterization,Vegetative,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000232,Number of internodes to first branching,Morphological trait,Number of internodes to first branchs on a plant,,NINFB,,stem internode,number,,,CO_343:0010023,Number of internode-computation,Computation,Compute average number of internodes to first branching of at least five plants internode counts taken in a plot,"[internode number of first branching on plant 1""+ ""internode number to first branching on plant 2""+ ""internode number to first bracnhing on plant n""]/""n"", where n is the number of plants internodes to first branching count in a plot""","IITA, Standard Tuber Yield Trial Protocol",CO_343:0100015,1-3 scale,Nominal,,1,3,,1=not attractive,2=moderately attractive,3=very attractive,,,,,,,
,CO_343:0000235,Spines on stem estimation 0-2,,Evaluation trial,Vegetative,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000234,Spines on stem density,Morphological trait,Intensity of spines on stem (vine) above base of mature plant (5 to 6 month old plant),,SPNAB,,spine,density,,,CO_343:0010024,Density of spines on stem base of a plant-Etimation,Estimation,Visual assessment of spines on a stem (vine) above the base of mature plants in a plot,,"IITA, working document",CO_343:0100010,0-2 scale,Ordinal,,0,2,,0= Abesnt,1= Few,2= Many,4= like,5= like extremely,,,,,
,CO_343:0000237,Plant type estimation 1-3,GH,"Evaluation trial, characterization trial",Vegetative,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000236,Plant type,Agronomical trait,A tendency of a plant to grow in a certain shape and to attain a certain mature height and spread,Growth habit,Plntype,GH,Plant,growth habit,,,CO_343:0010025,Plant type-Estimation,Estimation,Visual assessment of the tendency of a plant to grow in a certain shape and to attain mature height and spread,,IITA working document,CO_343:0100011,1-3 general scale,Ordinal,,1,3,,1= sticky,2= slightly sticky,3= Not sticky,,,,,,,
,CO_343:0000238,Canopy architecture estimation 1-4,Canopy,Evaluation trial,Vegetative,,BMS_20170,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000030,Canopy architecture,Morphological trait,Organisation or structural arrangements of branchs and leaves distribution giving a specific shape to the above ground part of the plant,,Canarc,canopy,canopy,architecture,,,CO_343:0010026,Canopy architecture - Estimation,Estimation,Determination of predominant canopy architecture,,"IITA, working documents",CO_343:0100016,1-3 scale,Nominal,,1,3,,1=strong or hard or lumpy,2=intermediate,3=soft or smooth,4= Long (More than 50% of the tubers sprouted at three month after harvesting time),,,,,,
,CO_343:0000239,Plant vigor estimation 1-3,PLNV,Evaluation trial,Vegetative,,BMS_20180,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000060,Plant Vigor,Agronomical trait,The vigour of the vine and leaves of the new plant.,,PVigor,PLNV,Plant,vigor,,,CO_343:0010027,Plant Vigor - Estimation,Estimation,Visual assessment of the plant vigour in a plot at two month after planting,,"IITA, working documents",CO_343:0100011,1-3 general scale,Ordinal,,1,3,,1= sticky,2= slightly sticky,3= Not sticky,,,,,,,
,CO_343:0000241,Twining habit estimation 0-1,TWNH,"Evaluation trial, characterization trial",Vegetative,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000240,Twining habit,Agronomical trait,Tendency of climbing or trailling,"trailling, climbing habit",TWNH,climbhab,Plant,twining habit,,,CO_343:0010028,Twining habit-Estimation,Estimation,Record the tendency of vine to twine or climb,,"IITA, working document",CO_343:0100017,1-5 scale,Nominal,,1,5,,1=dislikeextremely,2=dislike,3=Neither like nor dislike,4= like,5= like extremely,,,,,
,CO_343:0000243,Twining direction estimation 1-2,,Characterization trial,Vegetative,,,IITA,A. Amele,18-May-2016,EN,yam,CO_343:0000242,Twining direction,Morphological trait,Twining direction,vine climbing direction,twndir,climbdir,Vine,twining direction,,,CO_343:0010029,Twining direction-Estimation,Estimation,Record the twining or climbing direction of the vine,,"IITA, working document",CO_343:0100018,rvt,Numerical,,1,2,,,,,,,,,,,
,CO_343:0000244,Flower initiation time estimation in yy/mm/dd,DtFlrin,"Crossing block, evaluation trial",Flowering,,BMS_20190,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000090,Time to flower initiation,Phenological trait,Time of the first flower initiation on a plant/s in a plot or any of the plants in a plot shows the first flower,,TIMFlrin,,Plant,Flower initiation time,,,CO_343:0010030,Flower initaition time - Estimation,Estimation,Record time (date) of first flower initiation in a plot or the date any of the plants in a plot shows the first flower,,"IITA, working documents",CO_343:0100002,Date (yyyymmdd),Time,,,,,,,,,,,,,,
,CO_343:0000246,Flowering time estimation in yy/mm/dd,DtFFlr,"Crossing block, evaluation trial",Flowering,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000245,Time to 50% flowering,Phenological trait,Time when 50% of the plants flower in a plot,,TIMFL,DF,Plant,50% flowering time,,,CO_343:0010031,50% flowering time - Estimation,Estimation,Record time (date) 50% plants in a plot are having at least one flower/inflorescence,,"IITA, working documents",CO_343:0100002,Date (yyyymmdd),Time,,,,,,,,,,,,,,
,CO_343:0000248,End of flowering time estimation in yy/mm/dd,DtendFlr,"Crossing block, evaluation trial",Flowering,,,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000247,Time to end of flowering,Phenological trait,End of flowering time or when a plant does not produce new flower in a plot,,TIMEF,DF,Plant,end of flowering time,,,CO_343:0010032,End of flowering time - Estimation,Estimation,Record time (date) when the plant does not produce more new flowers in a plot,,"IITA, working documents",CO_343:0100002,Date (yyyymmdd),Time,,,,,,,,,,,,,,
,CO_343:0000249,Fower initiation time computation in days,Dayflrin,"Crossing block, evaluation trial",Flowering,,,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000090,Time to flower initiation,Phenological trait,Time of the first flower initiation on a plant/s in a plot or any of the plants in a plot shows the first flower,,TIMFlrin,,Plant,Flower initiation time,,,CO_343:0010033,Flower initaition time - Computation,Computation,Computing the number of days required from first sprout emergence to first flower initiation,"Datflrin_date_ymd""- ""DATFSE_date_ymd"" or ""Datflrin_date_ymd"" - ""Planting_date_ymd""""","IITA, working documents",CO_343:0100003,days,Duration,,,,,,,,,,,,,,
,CO_343:0000250,Flowering time computation in days,DF,"Crossing block, evaluation trial",Flowering,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000245,Time to 50% flowering,Phenological trait,Time when 50% of the plants flower in a plot,,TIMFL,DF,Plant,50% flowering time,,,CO_343:0010034,50% flowering time - Computation,Computation,Compute the number of days required from 50% of sprouts in plot emerged to 50% of plants in a plot are having at least one flower/inflorescence,"Datflr_date_ymd"" - ""DATSE_date_ymd"" or ""Datflr_date_ymd"" - ""Planting_date_ymd""""","IITA, working documents",CO_343:0100003,days,Duration,,,,,,,,,,,,,,
,CO_343:0000251,End of flowering time computation in days,Dayendflr,"Crossing block, evaluation trial",Flowering,,BMS_20194,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000247,Time to end of flowering,Phenological trait,End of flowering time or when a plant does not produce new flower in a plot,,TIMEF,DF,Plant,end of flowering time,,,CO_343:0010035,End of flowering time - Computation,Computation,Computing the number of days required from 50% of sprout emergence to when plant does not produce more new flowers.,"Datendflr_date_ymd"" - ""DATSE_date_ymd"" or ""Datendflr_date_ymd"" - ""Planting_date_ymd""""","IITA, working documents",CO_343:0100003,days,Duration,,,,,,,,,,,,,,
,CO_343:0000253,Crossing date esimation in yy/mm/dd,Polldate,Crossing block,Flowering,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000252,Crossing date,Phenological trait,Date crossing or pollination attempted,,datcross,Polldate,Plant,pollination time,,,CO_343:0010036,Date crossing-Estimation,Estimation,Record the date crossing made in particular flower of a plant.,,,CO_343:0100002,Date (yyyymmdd),Time,,,,,,,,,,,,,,
,CO_343:0000254,Pollinated florets counting,,Crossing block,Flowering,,BMS_20158,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000000,Pollinated florets number,Agronomical trait,Quantity of Female Flowers which has been pollinated using male flower from a monoecious or dioecious parent,,NpollF,,Inflorescence,number,,,CO_343:0010037,Floret pollinated number - Counting,Counting,Count the number of pollinated florets per female parent per cross,,"IITA, working documents",CO_343:0100019,number of florets,Numerical,,,,,,,,,,,,,,
,CO_343:0000255,Pollinated spikes counting,NPOLS,Crossing block,Flowering,,BMS_20159,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000003,Pollinated spikes number,Agronomical trait,Quantity of Female spikes where flowers has been pollinated using male flower from a monoecious or dioecious parent,,NPollSpk,NPOLS,Inflorescence,number,,,CO_343:0010038,Pollinated spike number - Estimation,Counting,Count the number of pollinated spikes per female parent per cross,,"IITA, working documents",CO_343:0100020,number of spikes,Numerical,,,,,,,,,,,,,,
,CO_343:0000256,Flowering intensity estimation 0-9,FLRI,"Characterization trial, Evaluation trial",Flowering,,BMS_20192,IITA,A. Lopez-Montes,27-Oct-12,EN,Yam,CO_343:0000096,Flowering intensity,Morphological trait,Abundance or degree of flowering,,Flrint,FLRI,Plant,flowering intensity,,,CO_343:0010039,Flowering intensity - Estimation,Estimation,Record the abundance or intesity of flowering when more than 50% of the plants are flowered in a plot,,"IITA, working documents",CO_343:0100021,0-9 scale,Ordinal,,0,9,,0= No flower or bud. No inflorescence and not flowering at all,1= aborted flower. Presence of small or rudimentary inflorescences/flowers that can show an abortion or abscission point at joint of the pedicel,3= Low (flowering is scare with the presence of few flowers mostly less than 10 inflorescences per plant),5= Moderate (producing some flowers mostly 10-29 inflorescences per plant),7 = Profuse (plant producing many more flowers mostly 30 to 50 inflorescences per plant),9 = Extremely pofuse (plant producing with abundant flowring mostly more than 50 inflorescences per plant),,,,
,CO_343:0000258,First inflorescence initiation time estimation in yy/mm/dd,,characterization trial,Flowering,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000257,Inflorescence initiation time,Phenological trait,Time of first inflorescence initiation,,TIMinflor,,Plant,Inflorescence initiation time,,,CO_343:0010040,First inflorescence time - Estimation,Estimation,Record date when plant/s having the first inflorescence in a plot,,,CO_343:0100002,Date (yyyymmdd),Time,,,,,,,,,,,,,,
,CO_343:0000259,First inflorescence initiation time computation,,characterization trial,Flowering,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000257,Inflorescence initiation time,Phenological trait,Time of first inflorescence initiation,,TIMinflor,,Plant,Inflorescence initiation time,,,CO_343:0010041,First inflorescence time - Compuation,Computation,Compute the number of days required to first inflorescence emergence in a plot,"Datinflor_date_ymd"" - ""DATFSE_date_ymd""""",,CO_343:0100003,days,Duration,,,,,,,,,,,,,,
,CO_343:0000261,Inflorescence type estimation,,"characterization trial,evaluation trial",Flowering,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000260,Inflorescence type,Morphological trait,The arrangement of flowers on stem or twig of a plant,,Inft,,Inflorescence,type,,,CO_343:0010042,Inflorescence type-Estimation,Estimation,Observe the type of inflorescence and score it,,"IITA, working documents",CO_343:0100022,1-3 scale,Ordinal,,1,3,,1= oxidizes less than a minure,2= oxidizes between 1 and 2 minure after cutting,3= oxidizes more than 3 minutes,,,,,,,
,CO_343:0000263,Female flowering intensity per spike estimation 1-4,fflrab,"Crossing block, evaluation trial,characterization trial",Flowering,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000262,Female flowering intensity,Morphological trait,Intensity or abudance of female flowers on spikes/infloresences,femal flower abudance per inflorence,fflrint,fflrab,flower,abondance,,,CO_343:0010043,Femal flowers abundance or intensity per inflorescence-Estimation,Estimation,Observe the femal flowering intensity or abudance per inflorences and rate,,"IITA, working documents",CO_343:0100016,1-3 scale,Nominal,,1,3,,1=strong or hard or lumpy,2=intermediate,3=soft or smooth,4= Long (More than 50% of the tubers sprouted at three month after harvesting time),,,,,,
,CO_343:0000265,Pollination type estimation 1-4,Pollmech,Crossing block,Flowering,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000264,Pollination type,Agronomical trait,Mode of plant to plant pollen transfer,Mechanism of pollination,Polltyp,Pollmech,flower,pollination type,,,CO_343:0010044,pollination type-Estimation,Estimation,Record the method used to transfer the pollen grains from the anther of a flower to the stigma of a flower of the same or different plant of the same species,,,CO_343:0100023,1-4 scale,Ordinal,,1,4,,1= Rough,2= Hairy (few scattered or many roots in the surface of the tuber),3= Thorny (small prominences ending in a small thorn),4= Fully smooth,,,,,,
,CO_343:0000266,Plant sex estimation 0-4,"plntsex, flrsex","characterization, evaluation trial",Flowering,,,IITA,A.Amele,18-May-2016,EN,Yam,CO_343:0000093,Plant sex,Agronomical trait,Predominat plant or flower sex,flower sex,Sex,"plntsex, flrsex",flower,sex,,,CO_343:0010045,Plant or flower sex-Estimation,Estimation,Scoring the most frequent flower sex type when more than 50% of the plants are flowered,,"IITA, working documents",CO_343:0100024,0-4 scale,Nominal,,0,4,,0= Non flowering,1= Male flower,2=female flower,3= Monoecious male (m>f),4= Monoecious female(f>m),,,,,
,CO_343:0000267,Fruits developed per cross counting,FrtN,Crossing block,Fruit development,,BMS_20160,IITA,A. Lopez-Montes,27-Oct-2012,EN,Yam,CO_343:0000006,Fruit developed number,Morphological trait,Quantity of developed fruits per crosses,,Nfrts,FrtN,Fruit per cross,Number,,,CO_343:0010046,Fruits developed number - Counting,Counting,Record the number of developed fruits or fruit set in pollinated flowers/inflorescence,,"IITA, working documents",CO_343:0100025,Fruits/cross,Numerical,,,,,,,,,,,,,,
